"","GEO.Region","Operating.Airline"
"804","Europe","United Airlines - Pre 07/01/2013"
"805","Europe","United Airlines - Pre 07/01/2013"
"806","Mexico","United Airlines - Pre 07/01/2013"
"807","Mexico","United Airlines - Pre 07/01/2013"
"808","Mexico","United Airlines - Pre 07/01/2013"
"809","Europe","Virgin Atlantic"
"810","Europe","Virgin Atlantic"
"811","Canada","WestJet Airlines"
"812","Canada","WestJet Airlines"
"813","US","ATA Airlines"
"814","US","ATA Airlines"
"815","US","ATA Airlines"
"816","Canada","Air Canada "
"817","Canada","Air Canada "
"818","Asia","Air China"
"819","Asia","Air China"
"820","Europe","Air France"
"821","Europe","Air France"
"822","Australia / Oceania","Air New Zealand"
"823","Australia / Oceania","Air New Zealand"
"824","US","AirTran Airways"
"825","US","AirTran Airways"
"826","US","Alaska Airlines"
"827","US","Alaska Airlines"
"828","US","Alaska Airlines"
"829","Canada","Alaska Airlines"
"830","Canada","Alaska Airlines"
"831","Canada","Alaska Airlines"
"832","Mexico","Alaska Airlines"
"833","Mexico","Alaska Airlines"
"834","Mexico","Alaska Airlines"
"835","Asia","All Nippon Airways"
"836","Asia","All Nippon Airways"
"837","US","American Airlines"
"838","US","American Airlines"
"839","US","American Eagle Airlines"
"840","US","American Eagle Airlines"
"841","Asia","Asiana Airlines"
"842","Asia","Asiana Airlines"
"843","Europe","British Airways"
"844","Europe","British Airways"
"845","Asia","Cathay Pacific"
"846","Asia","Cathay Pacific"
"847","Asia","China Airlines"
"848","Asia","China Airlines"
"849","US","Delta Air Lines"
"850","US","Delta Air Lines"
"851","US","Delta Air Lines"
"852","US","Delta Air Lines"
"853","Asia","EVA Airways"
"854","Asia","EVA Airways"
"855","US","Frontier Airlines"
"856","US","Frontier Airlines"
"857","US","Hawaiian Airlines"
"858","US","Hawaiian Airlines"
"859","US","Horizon Air "
"860","US","Horizon Air "
"861","Asia","Japan Airlines"
"862","Asia","Japan Airlines"
"863","Europe","KLM Royal Dutch Airlines"
"864","Europe","KLM Royal Dutch Airlines"
"865","Asia","Korean Air Lines"
"866","Asia","Korean Air Lines"
"867","Europe","Lufthansa German Airlines"
"868","Europe","Lufthansa German Airlines"
"869","US","Mesa Airlines"
"870","US","Mesa Airlines"
"871","Mexico","Mexicana Airlines"
"872","Mexico","Mexicana Airlines"
"873","US","Midwest Airlines"
"874","US","Midwest Airlines"
"875","US","Northwest Airlines"
"876","US","Northwest Airlines"
"877","Asia","Northwest Airlines"
"878","Asia","Northwest Airlines"
"879","Asia","Philippine Airlines"
"880","Asia","Philippine Airlines"
"881","Asia","Singapore Airlines"
"882","Asia","Singapore Airlines"
"883","US","SkyWest Airlines"
"884","US","SkyWest Airlines"
"885","US","SkyWest Airlines"
"886","US","SkyWest Airlines"
"887","Canada","SkyWest Airlines"
"888","Canada","SkyWest Airlines"
"889","US","Sun Country Airlines"
"890","US","Sun Country Airlines"
"891","Central America","TACA"
"892","Central America","TACA"
"893","US","US Airways"
"894","US","US Airways"
"895","US","US Airways"
"896","US","US Airways"
"897","US","United Airlines"
"898","US","United Airlines"
"899","US","United Airlines - Pre 07/01/2013"
"900","US","United Airlines - Pre 07/01/2013"
"901","US","United Airlines - Pre 07/01/2013"
"902","US","United Airlines - Pre 07/01/2013"
"903","US","United Airlines - Pre 07/01/2013"
"904","Asia","United Airlines - Pre 07/01/2013"
"905","Asia","United Airlines - Pre 07/01/2013"
"906","Asia","United Airlines - Pre 07/01/2013"
"907","Australia / Oceania","United Airlines - Pre 07/01/2013"
"908","Australia / Oceania","United Airlines - Pre 07/01/2013"
"909","Australia / Oceania","United Airlines - Pre 07/01/2013"
"910","Canada","United Airlines - Pre 07/01/2013"
"911","Canada","United Airlines - Pre 07/01/2013"
"912","Canada","United Airlines - Pre 07/01/2013"
"913","Europe","United Airlines - Pre 07/01/2013"
"914","Europe","United Airlines - Pre 07/01/2013"
"915","Europe","United Airlines - Pre 07/01/2013"
"916","Mexico","United Airlines - Pre 07/01/2013"
"917","Mexico","United Airlines - Pre 07/01/2013"
"918","Mexico","United Airlines - Pre 07/01/2013"
"919","Europe","Virgin Atlantic"
"920","Europe","Virgin Atlantic"
"921","US","ATA Airlines"
"922","US","ATA Airlines"
"923","US","ATA Airlines"
"924","Canada","Air Canada "
"925","Canada","Air Canada "
"926","Asia","Air China"
"927","Asia","Air China"
"928","Europe","Air France"
"929","Europe","Air France"
"930","Australia / Oceania","Air New Zealand"
"931","Australia / Oceania","Air New Zealand"
"932","US","AirTran Airways"
"933","US","AirTran Airways"
"934","US","Alaska Airlines"
"935","US","Alaska Airlines"
"936","US","Alaska Airlines"
"937","Canada","Alaska Airlines"
"938","Canada","Alaska Airlines"
"939","Canada","Alaska Airlines"
"940","Mexico","Alaska Airlines"
"941","Mexico","Alaska Airlines"
"942","Mexico","Alaska Airlines"
"943","Asia","All Nippon Airways"
"944","Asia","All Nippon Airways"
"945","US","American Airlines"
"946","US","American Airlines"
"947","US","American Eagle Airlines"
"948","US","American Eagle Airlines"
"949","Asia","Asiana Airlines"
"950","Asia","Asiana Airlines"
"951","Europe","British Airways"
"952","Europe","British Airways"
"953","Asia","Cathay Pacific"
"954","Asia","Cathay Pacific"
"955","Asia","China Airlines"
"956","Asia","China Airlines"
"957","US","Delta Air Lines"
"958","US","Delta Air Lines"
"959","US","Delta Air Lines"
"960","US","Delta Air Lines"
"961","Asia","EVA Airways"
"962","Asia","EVA Airways"
"963","US","Frontier Airlines"
"964","US","Frontier Airlines"
"965","US","Hawaiian Airlines"
"966","US","Hawaiian Airlines"
"967","US","Horizon Air "
"968","US","Horizon Air "
"969","Asia","Japan Airlines"
"970","Asia","Japan Airlines"
"971","Europe","KLM Royal Dutch Airlines"
"972","Europe","KLM Royal Dutch Airlines"
"973","Asia","Korean Air Lines"
"974","Asia","Korean Air Lines"
"975","Europe","Lufthansa German Airlines"
"976","Europe","Lufthansa German Airlines"
"977","US","Mesa Airlines"
"978","US","Mesa Airlines"
"979","Mexico","Mexicana Airlines"
"980","Mexico","Mexicana Airlines"
"981","US","Midwest Airlines"
"982","US","Midwest Airlines"
"983","US","Northwest Airlines"
"984","US","Northwest Airlines"
"985","Asia","Northwest Airlines"
"986","Asia","Northwest Airlines"
"987","Asia","Philippine Airlines"
"988","Asia","Philippine Airlines"
"989","Australia / Oceania","Qantas Airways"
"990","Australia / Oceania","Qantas Airways"
"991","Asia","Singapore Airlines"
"992","Asia","Singapore Airlines"
"993","US","SkyWest Airlines"
"994","US","SkyWest Airlines"
"995","US","SkyWest Airlines"
"996","US","SkyWest Airlines"
"997","Canada","SkyWest Airlines"
"998","Canada","SkyWest Airlines"
"999","US","Sun Country Airlines"
"1000","US","Sun Country Airlines"
"1001","Central America","TACA"
"1002","Central America","TACA"
"1003","US","US Airways"
"1004","US","US Airways"
"1005","US","US Airways"
"1006","US","US Airways"
"1007","US","United Airlines"
"1008","US","United Airlines"
"1009","US","United Airlines - Pre 07/01/2013"
"1010","US","United Airlines - Pre 07/01/2013"
"1011","US","United Airlines - Pre 07/01/2013"
"1012","US","United Airlines - Pre 07/01/2013"
"1013","US","United Airlines - Pre 07/01/2013"
"1014","Asia","United Airlines - Pre 07/01/2013"
"1015","Asia","United Airlines - Pre 07/01/2013"
"1016","Asia","United Airlines - Pre 07/01/2013"
"1017","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1018","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1019","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1020","Canada","United Airlines - Pre 07/01/2013"
"1021","Canada","United Airlines - Pre 07/01/2013"
"1022","Canada","United Airlines - Pre 07/01/2013"
"1023","Europe","United Airlines - Pre 07/01/2013"
"1024","Europe","United Airlines - Pre 07/01/2013"
"1025","Europe","United Airlines - Pre 07/01/2013"
"1026","Mexico","United Airlines - Pre 07/01/2013"
"1027","Mexico","United Airlines - Pre 07/01/2013"
"1028","Mexico","United Airlines - Pre 07/01/2013"
"1029","Europe","Virgin Atlantic"
"1030","Europe","Virgin Atlantic"
"1031","US","ATA Airlines"
"1032","US","ATA Airlines"
"1033","US","ATA Airlines"
"1034","Canada","Air Canada "
"1035","Canada","Air Canada "
"1036","Asia","Air China"
"1037","Asia","Air China"
"1038","Europe","Air France"
"1039","Europe","Air France"
"1040","Australia / Oceania","Air New Zealand"
"1041","Australia / Oceania","Air New Zealand"
"1042","US","AirTran Airways"
"1043","US","AirTran Airways"
"1044","US","Alaska Airlines"
"1045","US","Alaska Airlines"
"1046","US","Alaska Airlines"
"1047","Canada","Alaska Airlines"
"1048","Canada","Alaska Airlines"
"1049","Canada","Alaska Airlines"
"1050","Mexico","Alaska Airlines"
"1051","Mexico","Alaska Airlines"
"1052","Mexico","Alaska Airlines"
"1053","Asia","All Nippon Airways"
"1054","Asia","All Nippon Airways"
"1055","US","American Airlines"
"1056","US","American Airlines"
"1057","US","American Eagle Airlines"
"1058","US","American Eagle Airlines"
"1059","Asia","Asiana Airlines"
"1060","Asia","Asiana Airlines"
"1061","Europe","British Airways"
"1062","Europe","British Airways"
"1063","Asia","Cathay Pacific"
"1064","Asia","Cathay Pacific"
"1065","Asia","China Airlines"
"1066","Asia","China Airlines"
"1067","US","Delta Air Lines"
"1068","US","Delta Air Lines"
"1069","US","Delta Air Lines"
"1070","US","Delta Air Lines"
"1071","Asia","EVA Airways"
"1072","Asia","EVA Airways"
"1073","US","Frontier Airlines"
"1074","US","Frontier Airlines"
"1075","US","Hawaiian Airlines"
"1076","US","Hawaiian Airlines"
"1077","US","Horizon Air "
"1078","US","Horizon Air "
"1079","Asia","Japan Airlines"
"1080","Asia","Japan Airlines"
"1081","Europe","KLM Royal Dutch Airlines"
"1082","Europe","KLM Royal Dutch Airlines"
"1083","Asia","Korean Air Lines"
"1084","Asia","Korean Air Lines"
"1085","Europe","Lufthansa German Airlines"
"1086","Europe","Lufthansa German Airlines"
"1087","Mexico","Mexicana Airlines"
"1088","Mexico","Mexicana Airlines"
"1089","US","Midwest Airlines"
"1090","US","Midwest Airlines"
"1091","US","Northwest Airlines"
"1092","US","Northwest Airlines"
"1093","Asia","Northwest Airlines"
"1094","Asia","Northwest Airlines"
"1095","Asia","Philippine Airlines"
"1096","Asia","Philippine Airlines"
"1097","Australia / Oceania","Qantas Airways"
"1098","Australia / Oceania","Qantas Airways"
"1099","Asia","Singapore Airlines"
"1100","Asia","Singapore Airlines"
"1101","US","SkyWest Airlines"
"1102","US","SkyWest Airlines"
"1103","US","SkyWest Airlines"
"1104","US","SkyWest Airlines"
"1105","Canada","SkyWest Airlines"
"1106","Canada","SkyWest Airlines"
"1107","US","Sun Country Airlines"
"1108","US","Sun Country Airlines"
"1109","Central America","TACA"
"1110","Central America","TACA"
"1111","US","US Airways"
"1112","US","US Airways"
"1113","US","US Airways"
"1114","US","US Airways"
"1115","US","United Airlines"
"1116","US","United Airlines"
"1117","US","United Airlines - Pre 07/01/2013"
"1118","US","United Airlines - Pre 07/01/2013"
"1119","US","AirTran Airways"
"1120","US","United Airlines - Pre 07/01/2013"
"1121","US","United Airlines - Pre 07/01/2013"
"1122","US","United Airlines - Pre 07/01/2013"
"1123","Asia","United Airlines - Pre 07/01/2013"
"1124","Asia","United Airlines - Pre 07/01/2013"
"1125","Asia","United Airlines - Pre 07/01/2013"
"1126","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1127","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1128","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1129","Canada","United Airlines - Pre 07/01/2013"
"1130","Canada","United Airlines - Pre 07/01/2013"
"1131","Canada","United Airlines - Pre 07/01/2013"
"1132","Europe","United Airlines - Pre 07/01/2013"
"1133","Europe","United Airlines - Pre 07/01/2013"
"1134","Europe","United Airlines - Pre 07/01/2013"
"1135","Mexico","United Airlines - Pre 07/01/2013"
"1136","Mexico","United Airlines - Pre 07/01/2013"
"1137","Mexico","United Airlines - Pre 07/01/2013"
"1138","Europe","Virgin Atlantic"
"1139","Europe","Virgin Atlantic"
"1140","US","ATA Airlines"
"1141","Canada","Air Canada "
"1142","Canada","Air Canada "
"1143","Asia","Air China"
"1144","Asia","Air China"
"1145","Europe","Air France"
"1146","Europe","Air France"
"1147","Australia / Oceania","Air New Zealand"
"1148","Australia / Oceania","Air New Zealand"
"1149","US","AirTran Airways"
"1150","US","Alaska Airlines"
"1151","US","Alaska Airlines"
"1152","US","Alaska Airlines"
"1153","Canada","Alaska Airlines"
"1154","Canada","Alaska Airlines"
"1155","Mexico","Alaska Airlines"
"1156","Mexico","Alaska Airlines"
"1157","Mexico","Alaska Airlines"
"1158","Asia","All Nippon Airways"
"1159","Asia","All Nippon Airways"
"1160","US","American Airlines"
"1161","US","American Airlines"
"1162","US","American Eagle Airlines"
"1163","US","American Eagle Airlines"
"1164","US","Ameriflight"
"1165","Asia","Asiana Airlines"
"1166","Asia","Asiana Airlines"
"1167","Europe","British Airways"
"1168","Europe","British Airways"
"1169","Asia","Cathay Pacific"
"1170","Asia","Cathay Pacific"
"1171","Asia","China Airlines"
"1172","Asia","China Airlines"
"1173","US","Delta Air Lines"
"1174","US","Delta Air Lines"
"1175","Asia","EVA Airways"
"1176","Asia","EVA Airways"
"1177","US","Frontier Airlines"
"1178","US","Frontier Airlines"
"1179","US","Hawaiian Airlines"
"1180","US","Hawaiian Airlines"
"1181","US","Horizon Air "
"1182","US","Horizon Air "
"1183","Europe","Icelandair"
"1184","Europe","Icelandair"
"1185","Asia","Japan Airlines"
"1186","Asia","Japan Airlines"
"1187","Europe","KLM Royal Dutch Airlines"
"1188","Europe","KLM Royal Dutch Airlines"
"1189","Asia","Korean Air Lines"
"1190","Asia","Korean Air Lines"
"1191","Europe","Lufthansa German Airlines"
"1192","Europe","Lufthansa German Airlines"
"1193","US","Mesa Airlines"
"1194","US","Mesa Airlines"
"1195","Mexico","Mexicana Airlines"
"1196","Mexico","Mexicana Airlines"
"1197","US","Midwest Airlines"
"1198","US","Midwest Airlines"
"1199","US","Northwest Airlines"
"1200","US","Northwest Airlines"
"1201","Asia","Northwest Airlines"
"1202","Asia","Northwest Airlines"
"1203","Asia","Philippine Airlines"
"1204","Asia","Philippine Airlines"
"1205","Australia / Oceania","Qantas Airways"
"1206","Australia / Oceania","Qantas Airways"
"1207","Asia","Singapore Airlines"
"1208","Asia","Singapore Airlines"
"1209","US","SkyWest Airlines"
"1210","US","SkyWest Airlines"
"1211","US","SkyWest Airlines"
"1212","US","SkyWest Airlines"
"1213","Canada","SkyWest Airlines"
"1214","Canada","SkyWest Airlines"
"1215","US","Spirit Airlines"
"1216","US","Spirit Airlines"
"1217","US","Sun Country Airlines"
"1218","US","Sun Country Airlines"
"1219","Central America","TACA"
"1220","Central America","TACA"
"1221","US","US Airways"
"1222","US","US Airways"
"1223","US","US Airways"
"1224","US","US Airways"
"1225","US","United Airlines"
"1226","US","United Airlines"
"1227","US","United Airlines - Pre 07/01/2013"
"1228","US","United Airlines - Pre 07/01/2013"
"1229","US","United Airlines - Pre 07/01/2013"
"1230","US","United Airlines - Pre 07/01/2013"
"1231","US","United Airlines - Pre 07/01/2013"
"1232","Asia","United Airlines - Pre 07/01/2013"
"1233","Asia","United Airlines - Pre 07/01/2013"
"1234","Asia","United Airlines - Pre 07/01/2013"
"1235","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1236","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1237","Australia / Oceania","United Airlines - Pre 07/01/2013"
"1238","Canada","United Airlines - Pre 07/01/2013"
"1239","Canada","United Airlines - Pre 07/01/2013"
"1240","Canada","United Airlines - Pre 07/01/2013"
"1241","Europe","United Airlines - Pre 07/01/2013"
"1242","Europe","United Airlines - Pre 07/01/2013"
"1243","Europe","United Airlines - Pre 07/01/2013"
"1244","Mexico","United Airlines - Pre 07/01/2013"
"1245","Mexico","United Airlines - Pre 07/01/2013"
"1246","US","Horizon Air "
