"","GEO.Region","Operating.Airline"
"5979","US","Alaska Airlines"
"5980","Mexico","Alaska Airlines"
"5981","Mexico","Alaska Airlines"
"5982","Asia","All Nippon Airways"
"5983","Asia","All Nippon Airways"
"5984","US","American Airlines"
"5985","US","American Airlines"
"5986","US","American Eagle Airlines"
"5987","US","American Eagle Airlines"
"5988","Asia","Asiana Airlines"
"5989","Asia","Asiana Airlines"
"5990","Europe","British Airways"
"5991","Europe","British Airways"
"5992","Asia","Cathay Pacific"
"5993","Asia","Cathay Pacific"
"5994","Asia","China Airlines"
"5995","Asia","China Airlines"
"5996","US","Delta Air Lines"
"5997","US","Delta Air Lines"
"5998","Asia","EVA Airways"
"5999","Asia","EVA Airways"
"6000","Middle East","Emirates "
"6001","Middle East","Emirates "
"6002","US","Frontier Airlines"
"6003","US","Frontier Airlines"
"6004","US","Hawaiian Airlines"
"6005","US","Hawaiian Airlines"
"6006","US","Horizon Air "
"6007","US","Horizon Air "
"6008","Asia","Japan Airlines"
"6009","Asia","Japan Airlines"
"6010","US","JetBlue Airways "
"6011","US","JetBlue Airways "
"6012","Europe","KLM Royal Dutch Airlines"
"6013","Europe","KLM Royal Dutch Airlines"
"6014","Asia","Korean Air Lines"
"6015","Asia","Korean Air Lines"
"6016","Europe","Lufthansa German Airlines"
"6017","Europe","Lufthansa German Airlines"
"6018","Mexico","Mexicana Airlines"
"6019","Mexico","Mexicana Airlines"
"6020","US","Midwest Airlines"
"6021","US","Midwest Airlines"
"6022","US","Northwest Airlines"
"6023","US","Northwest Airlines"
"6024","US","Northwest Airlines"
"6025","Asia","Northwest Airlines"
"6026","Asia","Northwest Airlines"
"6027","Asia","Philippine Airlines"
"6028","Asia","Philippine Airlines"
"6029","Australia / Oceania","Qantas Airways"
"6030","Australia / Oceania","Qantas Airways"
"6031","Asia","Singapore Airlines"
"6032","Asia","Singapore Airlines"
"6033","US","SkyWest Airlines"
"6034","US","SkyWest Airlines"
"6035","US","SkyWest Airlines"
"6036","US","SkyWest Airlines"
"6037","Canada","SkyWest Airlines"
"6038","Canada","SkyWest Airlines"
"6039","Canada","SkyWest Airlines"
"6040","US","Southwest Airlines"
"6041","US","Southwest Airlines"
"6042","US","Southwest Airlines"
"6043","US","Sun Country Airlines"
"6044","Central America","TACA"
"6045","Central America","TACA"
"6046","US","US Airways"
"6047","US","US Airways"
"6048","US","United Airlines"
"6049","US","United Airlines"
"6050","US","United Airlines - Pre 07/01/2013"
"6051","US","United Airlines - Pre 07/01/2013"
"6052","US","United Airlines - Pre 07/01/2013"
"6053","US","United Airlines - Pre 07/01/2013"
"6054","US","United Airlines - Pre 07/01/2013"
"6055","US","United Airlines - Pre 07/01/2013"
"6056","US","United Airlines - Pre 07/01/2013"
"6057","US","United Airlines - Pre 07/01/2013"
"6058","Asia","United Airlines - Pre 07/01/2013"
"6059","Asia","United Airlines - Pre 07/01/2013"
"6060","Asia","United Airlines - Pre 07/01/2013"
"6061","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6062","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6063","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6064","Canada","United Airlines - Pre 07/01/2013"
"6065","Canada","United Airlines - Pre 07/01/2013"
"6066","Canada","United Airlines - Pre 07/01/2013"
"6067","Europe","United Airlines - Pre 07/01/2013"
"6068","Europe","United Airlines - Pre 07/01/2013"
"6069","Europe","United Airlines - Pre 07/01/2013"
"6070","Mexico","United Airlines - Pre 07/01/2013"
"6071","Mexico","United Airlines - Pre 07/01/2013"
"6072","Mexico","United Airlines - Pre 07/01/2013"
"6073","US","Virgin America"
"6074","US","Virgin America"
"6075","Europe","Virgin Atlantic"
"6076","Europe","Virgin Atlantic"
"6077","Canada","WestJet Airlines"
"6078","Canada","WestJet Airlines"
"6079","Mexico","Aeromexico"
"6080","Mexico","Aeromexico"
"6081","Canada","Air Canada "
"6082","Canada","Air Canada "
"6083","Asia","Air China"
"6084","Asia","Air China"
"6085","Europe","Air France"
"6086","Europe","Air France"
"6087","Australia / Oceania","Air New Zealand"
"6088","Australia / Oceania","Air New Zealand"
"6089","US","AirTran Airways"
"6090","US","AirTran Airways"
"6091","US","Alaska Airlines"
"6092","US","Alaska Airlines"
"6093","Mexico","Alaska Airlines"
"6094","Mexico","Alaska Airlines"
"6095","Asia","All Nippon Airways"
"6096","Asia","All Nippon Airways"
"6097","US","American Airlines"
"6098","US","American Airlines"
"6099","US","American Eagle Airlines"
"6100","US","American Eagle Airlines"
"6101","Asia","Asiana Airlines"
"6102","Asia","Asiana Airlines"
"6103","Europe","British Airways"
"6104","Europe","British Airways"
"6105","Asia","Cathay Pacific"
"6106","Asia","Cathay Pacific"
"6107","Asia","China Airlines"
"6108","Asia","China Airlines"
"6109","US","Delta Air Lines"
"6110","US","Delta Air Lines"
"6111","Asia","EVA Airways"
"6112","Asia","EVA Airways"
"6113","Middle East","Emirates "
"6114","Middle East","Emirates "
"6115","US","Frontier Airlines"
"6116","US","Frontier Airlines"
"6117","US","Hawaiian Airlines"
"6118","US","Hawaiian Airlines"
"6119","US","Horizon Air "
"6120","US","Horizon Air "
"6121","Asia","Japan Airlines"
"6122","Asia","Japan Airlines"
"6123","US","JetBlue Airways "
"6124","US","JetBlue Airways "
"6125","Europe","KLM Royal Dutch Airlines"
"6126","Europe","KLM Royal Dutch Airlines"
"6127","Asia","Korean Air Lines"
"6128","Asia","Korean Air Lines"
"6129","Europe","Lufthansa German Airlines"
"6130","Europe","Lufthansa German Airlines"
"6131","Mexico","Mexicana Airlines"
"6132","Mexico","Mexicana Airlines"
"6133","US","Midwest Airlines"
"6134","US","Midwest Airlines"
"6135","US","Northwest Airlines"
"6136","US","Northwest Airlines"
"6137","US","Northwest Airlines"
"6138","Asia","Northwest Airlines"
"6139","Asia","Northwest Airlines"
"6140","Asia","Philippine Airlines"
"6141","Asia","Philippine Airlines"
"6142","Australia / Oceania","Qantas Airways"
"6143","Australia / Oceania","Qantas Airways"
"6144","Asia","Singapore Airlines"
"6145","Asia","Singapore Airlines"
"6146","US","SkyWest Airlines"
"6147","US","SkyWest Airlines"
"6148","US","SkyWest Airlines"
"6149","US","SkyWest Airlines"
"6150","Canada","SkyWest Airlines"
"6151","Canada","SkyWest Airlines"
"6152","Canada","SkyWest Airlines"
"6153","US","Southwest Airlines"
"6154","US","Southwest Airlines"
"6155","US","Southwest Airlines"
"6156","US","Sun Country Airlines"
"6157","US","Sun Country Airlines"
"6158","Central America","TACA"
"6159","Central America","TACA"
"6160","US","US Airways"
"6161","US","US Airways"
"6162","US","United Airlines"
"6163","US","United Airlines"
"6164","US","United Airlines - Pre 07/01/2013"
"6165","US","United Airlines - Pre 07/01/2013"
"6166","US","United Airlines - Pre 07/01/2013"
"6167","US","United Airlines - Pre 07/01/2013"
"6168","US","United Airlines - Pre 07/01/2013"
"6169","US","United Airlines - Pre 07/01/2013"
"6170","US","United Airlines - Pre 07/01/2013"
"6171","US","United Airlines - Pre 07/01/2013"
"6172","Asia","United Airlines - Pre 07/01/2013"
"6173","Asia","United Airlines - Pre 07/01/2013"
"6174","Asia","United Airlines - Pre 07/01/2013"
"6175","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6176","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6177","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6178","Canada","United Airlines - Pre 07/01/2013"
"6179","Canada","United Airlines - Pre 07/01/2013"
"6180","Canada","United Airlines - Pre 07/01/2013"
"6181","Europe","United Airlines - Pre 07/01/2013"
"6182","Europe","United Airlines - Pre 07/01/2013"
"6183","Europe","United Airlines - Pre 07/01/2013"
"6184","Mexico","United Airlines - Pre 07/01/2013"
"6185","Mexico","United Airlines - Pre 07/01/2013"
"6186","Mexico","United Airlines - Pre 07/01/2013"
"6187","US","Virgin America"
"6188","US","Virgin America"
"6189","Europe","Virgin Atlantic"
"6190","Europe","Virgin Atlantic"
"6191","Mexico","Aeromexico"
"6192","Mexico","Aeromexico"
"6193","Canada","Air Canada "
"6194","Canada","Air Canada "
"6195","Asia","Air China"
"6196","Asia","Air China"
"6197","Europe","Air France"
"6198","Europe","Air France"
"6199","Australia / Oceania","Air New Zealand"
"6200","Australia / Oceania","Air New Zealand"
"6201","US","AirTran Airways"
"6202","US","AirTran Airways"
"6203","US","Alaska Airlines"
"6204","US","Alaska Airlines"
"6205","Mexico","Alaska Airlines"
"6206","Mexico","Alaska Airlines"
"6207","Asia","All Nippon Airways"
"6208","Asia","All Nippon Airways"
"6209","US","American Airlines"
"6210","US","American Airlines"
"6211","Asia","Asiana Airlines"
"6212","Asia","Asiana Airlines"
"6213","Europe","British Airways"
"6214","Europe","British Airways"
"6215","Asia","Cathay Pacific"
"6216","Asia","Cathay Pacific"
"6217","Asia","China Airlines"
"6218","Asia","China Airlines"
"6219","US","Delta Air Lines"
"6220","US","Delta Air Lines"
"6221","Asia","EVA Airways"
"6222","Asia","EVA Airways"
"6223","Middle East","Emirates "
"6224","Middle East","Emirates "
"6225","US","Frontier Airlines"
"6226","US","Frontier Airlines"
"6227","US","Hawaiian Airlines"
"6228","US","Hawaiian Airlines"
"6229","US","Horizon Air "
"6230","US","Horizon Air "
"6231","Asia","Japan Airlines"
"6232","Asia","Japan Airlines"
"6233","US","JetBlue Airways "
"6234","US","JetBlue Airways "
"6235","Europe","KLM Royal Dutch Airlines"
"6236","Europe","KLM Royal Dutch Airlines"
"6237","Asia","Korean Air Lines"
"6238","Asia","Korean Air Lines"
"6239","Europe","Lufthansa German Airlines"
"6240","Europe","Lufthansa German Airlines"
"6241","US","Mesa Airlines"
"6242","US","Mesa Airlines"
"6243","US","Mesaba Airlines"
"6244","US","Mesaba Airlines"
"6245","Mexico","Mexicana Airlines"
"6246","Mexico","Mexicana Airlines"
"6247","US","Midwest Airlines"
"6248","US","Midwest Airlines"
"6249","US","Northwest Airlines"
"6250","US","Northwest Airlines"
"6251","US","Northwest Airlines"
"6252","Asia","Northwest Airlines"
"6253","Asia","Northwest Airlines"
"6254","Asia","Philippine Airlines"
"6255","Asia","Philippine Airlines"
"6256","Australia / Oceania","Qantas Airways"
"6257","Australia / Oceania","Qantas Airways"
"6258","Asia","Singapore Airlines"
"6259","Asia","Singapore Airlines"
"6260","US","SkyWest Airlines"
"6261","US","SkyWest Airlines"
"6262","US","SkyWest Airlines"
"6263","US","SkyWest Airlines"
"6264","Canada","SkyWest Airlines"
"6265","Canada","SkyWest Airlines"
"6266","Canada","SkyWest Airlines"
"6267","US","Southwest Airlines"
"6268","US","Southwest Airlines"
"6269","US","Southwest Airlines"
"6270","US","Sun Country Airlines"
"6271","US","Sun Country Airlines"
"6272","Central America","TACA"
"6273","Central America","TACA"
"6274","US","US Airways"
"6275","US","US Airways"
"6276","US","United Airlines"
"6277","US","United Airlines"
"6278","US","United Airlines - Pre 07/01/2013"
"6279","US","United Airlines - Pre 07/01/2013"
"6280","US","United Airlines - Pre 07/01/2013"
"6281","US","United Airlines - Pre 07/01/2013"
"6282","US","United Airlines - Pre 07/01/2013"
"6283","US","United Airlines - Pre 07/01/2013"
"6284","US","United Airlines - Pre 07/01/2013"
"6285","US","United Airlines - Pre 07/01/2013"
"6286","Asia","United Airlines - Pre 07/01/2013"
"6287","Asia","United Airlines - Pre 07/01/2013"
"6288","Asia","United Airlines - Pre 07/01/2013"
"6289","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6290","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6291","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6292","Canada","United Airlines - Pre 07/01/2013"
"6293","Canada","United Airlines - Pre 07/01/2013"
"6294","Canada","United Airlines - Pre 07/01/2013"
"6295","Europe","United Airlines - Pre 07/01/2013"
"6296","Europe","United Airlines - Pre 07/01/2013"
"6297","Europe","United Airlines - Pre 07/01/2013"
"6298","Mexico","United Airlines - Pre 07/01/2013"
"6299","Mexico","United Airlines - Pre 07/01/2013"
"6300","Mexico","United Airlines - Pre 07/01/2013"
"6301","US","Virgin America"
"6302","US","Virgin America"
"6303","Europe","Virgin Atlantic"
"6304","Europe","Virgin Atlantic"
"6305","Mexico","Aeromexico"
"6306","Mexico","Aeromexico"
"6307","Canada","Air Canada "
"6308","Canada","Air Canada "
"6309","Asia","Air China"
"6310","Asia","Air China"
"6311","Europe","Air France"
"6312","Europe","Air France"
"6313","Australia / Oceania","Air New Zealand"
"6314","Australia / Oceania","Air New Zealand"
"6315","US","AirTran Airways"
"6316","US","AirTran Airways"
"6317","US","Alaska Airlines"
"6318","US","Alaska Airlines"
"6319","Mexico","Alaska Airlines"
"6320","Mexico","Alaska Airlines"
"6321","Asia","All Nippon Airways"
"6322","Asia","All Nippon Airways"
"6323","US","American Airlines"
"6324","US","American Airlines"
"6325","Asia","Asiana Airlines"
"6326","Asia","Asiana Airlines"
"6327","Europe","British Airways"
"6328","Europe","British Airways"
"6329","Asia","Cathay Pacific"
"6330","Asia","Cathay Pacific"
"6331","Asia","China Airlines"
"6332","Asia","China Airlines"
"6333","US","Delta Air Lines"
"6334","US","Delta Air Lines"
"6335","Asia","EVA Airways"
"6336","Asia","EVA Airways"
"6337","Middle East","Emirates "
"6338","Middle East","Emirates "
"6339","US","Frontier Airlines"
"6340","US","Frontier Airlines"
"6341","US","Hawaiian Airlines"
"6342","US","Hawaiian Airlines"
"6343","US","Horizon Air "
"6344","US","Horizon Air "
"6345","Asia","Japan Airlines"
"6346","Asia","Japan Airlines"
"6347","US","JetBlue Airways "
"6348","US","JetBlue Airways "
"6349","Europe","KLM Royal Dutch Airlines"
"6350","Europe","KLM Royal Dutch Airlines"
"6351","Asia","Korean Air Lines"
"6352","Asia","Korean Air Lines"
"6353","Europe","Lufthansa German Airlines"
"6354","Europe","Lufthansa German Airlines"
"6355","US","Mesa Airlines"
"6356","US","Mesa Airlines"
"6357","US","Mesaba Airlines"
"6358","US","Mesaba Airlines"
"6359","Mexico","Mexicana Airlines"
"6360","Mexico","Mexicana Airlines"
"6361","US","Midwest Airlines"
"6362","US","Midwest Airlines"
"6363","US","Northwest Airlines"
"6364","US","Northwest Airlines"
"6365","US","Northwest Airlines"
"6366","Asia","Northwest Airlines"
"6367","Asia","Northwest Airlines"
"6368","Asia","Philippine Airlines"
"6369","Asia","Philippine Airlines"
"6370","Australia / Oceania","Qantas Airways"
"6371","Australia / Oceania","Qantas Airways"
"6372","Asia","Singapore Airlines"
"6373","Asia","Singapore Airlines"
"6374","US","SkyWest Airlines"
"6375","US","SkyWest Airlines"
"6376","US","SkyWest Airlines"
"6377","US","SkyWest Airlines"
"6378","Canada","SkyWest Airlines"
"6379","Canada","SkyWest Airlines"
"6380","Canada","SkyWest Airlines"
"6381","US","Southwest Airlines"
"6382","US","Southwest Airlines"
"6383","US","Southwest Airlines"
"6384","US","Sun Country Airlines"
"6385","US","Sun Country Airlines"
"6386","Central America","TACA"
"6387","Central America","TACA"
"6388","US","US Airways"
"6389","US","US Airways"
"6390","US","United Airlines"
"6391","US","United Airlines"
"6392","US","United Airlines - Pre 07/01/2013"
"6393","US","United Airlines - Pre 07/01/2013"
"6394","US","United Airlines - Pre 07/01/2013"
"6395","US","United Airlines - Pre 07/01/2013"
"6396","US","United Airlines - Pre 07/01/2013"
"6397","US","United Airlines - Pre 07/01/2013"
"6398","US","United Airlines - Pre 07/01/2013"
"6399","US","United Airlines - Pre 07/01/2013"
"6400","Asia","United Airlines - Pre 07/01/2013"
"6401","Asia","United Airlines - Pre 07/01/2013"
"6402","Asia","United Airlines - Pre 07/01/2013"
"6403","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6404","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6405","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6406","Canada","United Airlines - Pre 07/01/2013"
"6407","Canada","United Airlines - Pre 07/01/2013"
"6408","Canada","United Airlines - Pre 07/01/2013"
"6409","Europe","United Airlines - Pre 07/01/2013"
"6410","Europe","United Airlines - Pre 07/01/2013"
"6411","Europe","United Airlines - Pre 07/01/2013"
"6412","Mexico","United Airlines - Pre 07/01/2013"
"6413","Mexico","United Airlines - Pre 07/01/2013"
"6414","Mexico","United Airlines - Pre 07/01/2013"
"6415","US","Virgin America"
"6416","US","Virgin America"
"6417","Europe","Virgin Atlantic"
"6418","Europe","Virgin Atlantic"
"6419","Mexico","Aeromexico"
"6420","Mexico","Aeromexico"
"6421","Canada","Air Canada "
"6422","Canada","Air Canada "
"6423","Asia","Air China"
"6424","Asia","Air China"
"6425","Europe","Air France"
"6426","Europe","Air France"
"6427","Australia / Oceania","Air New Zealand"
"6428","Australia / Oceania","Air New Zealand"
"6429","US","AirTran Airways"
"6430","US","AirTran Airways"
"6431","US","Alaska Airlines"
"6432","US","Alaska Airlines"
"6433","Mexico","Alaska Airlines"
"6434","Mexico","Alaska Airlines"
"6435","Asia","All Nippon Airways"
"6436","Asia","All Nippon Airways"
"6437","US","American Airlines"
"6438","US","American Airlines"
"6439","Asia","Asiana Airlines"
"6440","Asia","Asiana Airlines"
"6441","Europe","British Airways"
"6442","Europe","British Airways"
"6443","Asia","Cathay Pacific"
"6444","Asia","Cathay Pacific"
"6445","Asia","China Airlines"
"6446","Asia","China Airlines"
"6447","US","Delta Air Lines"
"6448","US","Delta Air Lines"
"6449","US","Delta Air Lines"
"6450","Asia","Delta Air Lines"
"6451","Asia","Delta Air Lines"
"6452","Asia","EVA Airways"
"6453","Asia","EVA Airways"
"6454","Middle East","Emirates "
"6455","Middle East","Emirates "
"6456","US","Frontier Airlines"
"6457","US","Frontier Airlines"
"6458","US","Hawaiian Airlines"
"6459","US","Hawaiian Airlines"
"6460","US","Horizon Air "
"6461","US","Horizon Air "
"6462","Asia","Japan Airlines"
"6463","Asia","Japan Airlines"
"6464","US","JetBlue Airways "
"6465","US","JetBlue Airways "
"6466","Europe","KLM Royal Dutch Airlines"
"6467","Europe","KLM Royal Dutch Airlines"
"6468","Asia","Korean Air Lines"
"6469","Asia","Korean Air Lines"
"6470","Europe","Lufthansa German Airlines"
"6471","Europe","Lufthansa German Airlines"
"6472","US","Mesa Airlines"
"6473","US","Mesa Airlines"
"6474","US","Mesaba Airlines"
"6475","US","Mesaba Airlines"
"6476","Mexico","Mexicana Airlines"
"6477","Mexico","Mexicana Airlines"
"6478","US","Midwest Airlines"
"6479","US","Midwest Airlines"
"6480","Asia","Philippine Airlines"
"6481","Asia","Philippine Airlines"
"6482","Australia / Oceania","Qantas Airways"
"6483","Australia / Oceania","Qantas Airways"
"6484","Asia","Singapore Airlines"
"6485","Asia","Singapore Airlines"
"6486","US","SkyWest Airlines"
"6487","US","SkyWest Airlines"
"6488","US","SkyWest Airlines"
"6489","US","SkyWest Airlines"
"6490","Canada","SkyWest Airlines"
"6491","Canada","SkyWest Airlines"
"6492","Canada","SkyWest Airlines"
"6493","US","Southwest Airlines"
"6494","US","Southwest Airlines"
"6495","US","Southwest Airlines"
"6496","Central America","TACA"
"6497","Central America","TACA"
"6498","US","US Airways"
"6499","US","US Airways"
"6500","US","United Airlines"
"6501","US","United Airlines"
"6502","US","United Airlines - Pre 07/01/2013"
"6503","US","United Airlines - Pre 07/01/2013"
"6504","US","United Airlines - Pre 07/01/2013"
"6505","US","United Airlines - Pre 07/01/2013"
"6506","US","United Airlines - Pre 07/01/2013"
"6507","US","United Airlines - Pre 07/01/2013"
"6508","US","United Airlines - Pre 07/01/2013"
"6509","US","United Airlines - Pre 07/01/2013"
"6510","Asia","United Airlines - Pre 07/01/2013"
"6511","Asia","United Airlines - Pre 07/01/2013"
"6512","Asia","United Airlines - Pre 07/01/2013"
"6513","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6514","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6515","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6516","Canada","United Airlines - Pre 07/01/2013"
"6517","Canada","United Airlines - Pre 07/01/2013"
"6518","Canada","United Airlines - Pre 07/01/2013"
"6519","Europe","United Airlines - Pre 07/01/2013"
"6520","Europe","United Airlines - Pre 07/01/2013"
"6521","Europe","United Airlines - Pre 07/01/2013"
"6522","Mexico","United Airlines - Pre 07/01/2013"
"6523","Mexico","United Airlines - Pre 07/01/2013"
"6524","Mexico","United Airlines - Pre 07/01/2013"
"6525","US","Virgin America"
"6526","US","Virgin America"
"6527","Europe","Virgin Atlantic"
"6528","Europe","Virgin Atlantic"
"6529","Mexico","Aeromexico"
"6530","Mexico","Aeromexico"
"6531","Canada","Air Canada "
"6532","Canada","Air Canada "
"6533","Asia","Air China"
"6534","Asia","Air China"
"6535","Europe","Air France"
"6536","Europe","Air France"
"6537","Australia / Oceania","Air New Zealand"
"6538","Australia / Oceania","Air New Zealand"
"6539","US","AirTran Airways"
"6540","US","AirTran Airways"
"6541","US","Alaska Airlines"
"6542","US","Alaska Airlines"
"6543","Mexico","Alaska Airlines"
"6544","Mexico","Alaska Airlines"
"6545","Asia","All Nippon Airways"
"6546","Asia","All Nippon Airways"
"6547","US","American Airlines"
"6548","US","American Airlines"
"6549","Asia","Asiana Airlines"
"6550","Asia","Asiana Airlines"
"6551","Europe","British Airways"
"6552","Europe","British Airways"
"6553","Asia","Cathay Pacific"
"6554","Asia","Cathay Pacific"
"6555","Asia","China Airlines"
"6556","Asia","China Airlines"
"6557","US","Delta Air Lines"
"6558","US","Delta Air Lines"
"6559","US","Delta Air Lines"
"6560","Asia","Delta Air Lines"
"6561","Asia","Delta Air Lines"
"6562","Asia","EVA Airways"
"6563","Asia","EVA Airways"
"6564","Middle East","Emirates "
"6565","Middle East","Emirates "
"6566","US","Frontier Airlines"
"6567","US","Frontier Airlines"
"6568","US","Hawaiian Airlines"
"6569","US","Hawaiian Airlines"
"6570","US","Horizon Air "
"6571","US","Horizon Air "
"6572","Asia","Japan Airlines"
"6573","Asia","Japan Airlines"
"6574","US","JetBlue Airways "
"6575","US","JetBlue Airways "
"6576","Europe","KLM Royal Dutch Airlines"
"6577","Europe","KLM Royal Dutch Airlines"
"6578","Asia","Korean Air Lines"
"6579","Asia","Korean Air Lines"
"6580","Europe","Lufthansa German Airlines"
"6581","Europe","Lufthansa German Airlines"
"6582","US","Mesa Airlines"
"6583","US","Mesa Airlines"
"6584","US","Mesaba Airlines"
"6585","US","Mesaba Airlines"
"6586","Mexico","Mexicana Airlines"
"6587","Mexico","Mexicana Airlines"
"6588","US","Midwest Airlines"
"6589","US","Midwest Airlines"
"6590","Asia","Philippine Airlines"
"6591","Asia","Philippine Airlines"
"6592","Australia / Oceania","Qantas Airways"
"6593","Australia / Oceania","Qantas Airways"
"6594","Asia","Singapore Airlines"
"6595","Asia","Singapore Airlines"
"6596","US","SkyWest Airlines"
"6597","US","SkyWest Airlines"
"6598","US","SkyWest Airlines"
"6599","US","SkyWest Airlines"
"6600","Canada","SkyWest Airlines"
"6601","Canada","SkyWest Airlines"
"6602","Canada","SkyWest Airlines"
"6603","US","Southwest Airlines"
"6604","US","Southwest Airlines"
"6605","US","Southwest Airlines"
"6606","Central America","TACA"
"6607","Central America","TACA"
"6608","US","US Airways"
"6609","US","US Airways"
"6610","US","United Airlines"
"6611","US","United Airlines"
"6612","US","United Airlines - Pre 07/01/2013"
"6613","US","United Airlines - Pre 07/01/2013"
"6614","US","United Airlines - Pre 07/01/2013"
"6615","US","United Airlines - Pre 07/01/2013"
"6616","US","United Airlines - Pre 07/01/2013"
"6617","US","United Airlines - Pre 07/01/2013"
"6618","US","United Airlines - Pre 07/01/2013"
"6619","US","United Airlines - Pre 07/01/2013"
"6620","Asia","United Airlines - Pre 07/01/2013"
"6621","Asia","United Airlines - Pre 07/01/2013"
"6622","Asia","United Airlines - Pre 07/01/2013"
"6623","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6624","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6625","Australia / Oceania","United Airlines - Pre 07/01/2013"
"6626","Canada","United Airlines - Pre 07/01/2013"
"6627","Canada","United Airlines - Pre 07/01/2013"
"6628","Canada","United Airlines - Pre 07/01/2013"
"6629","Europe","United Airlines - Pre 07/01/2013"
"6630","Europe","United Airlines - Pre 07/01/2013"
"6631","Europe","United Airlines - Pre 07/01/2013"
"6632","Mexico","United Airlines - Pre 07/01/2013"
"6633","Mexico","United Airlines - Pre 07/01/2013"
"6634","Mexico","United Airlines - Pre 07/01/2013"
"6635","US","Virgin America"
"6636","US","Virgin America"
"6637","Europe","Virgin Atlantic"
"6638","Europe","Virgin Atlantic"
"6639","Mexico","Aeromexico"
"6640","Mexico","Aeromexico"
"6641","Canada","Air Canada "
"6642","Canada","Air Canada "
"6643","Asia","Air China"
"6644","Asia","Air China"
"6645","Europe","Air France"
"6646","Europe","Air France"
"6647","Australia / Oceania","Air New Zealand"
"6648","Australia / Oceania","Air New Zealand"
"6649","US","AirTran Airways"
"6650","US","AirTran Airways"
"6651","US","Alaska Airlines"
"6652","US","Alaska Airlines"
"6653","Mexico","Alaska Airlines"
"6654","Mexico","Alaska Airlines"
"6655","Asia","All Nippon Airways"
"6656","Asia","All Nippon Airways"
"6657","US","American Airlines"
"6658","US","American Airlines"
"6659","Asia","Asiana Airlines"
"6660","Asia","Asiana Airlines"
"6661","Europe","British Airways"
"6662","Europe","British Airways"
"6663","Asia","Cathay Pacific"
"6664","Asia","Cathay Pacific"
"6665","Asia","China Airlines"
"6666","Asia","China Airlines"
"6667","US","Delta Air Lines"
"6668","US","Delta Air Lines"
"6669","US","Delta Air Lines"
"6670","Asia","Delta Air Lines"
"6671","Asia","Delta Air Lines"
"6672","Asia","EVA Airways"
"6673","Asia","EVA Airways"
"6674","Middle East","Emirates "
"6675","Middle East","Emirates "
"6676","US","Frontier Airlines"
"6677","US","Frontier Airlines"
"6678","US","Hawaiian Airlines"
"6679","US","Hawaiian Airlines"
"6680","US","Horizon Air "
"6681","US","Horizon Air "
"6682","Asia","Japan Airlines"
"6683","Asia","Japan Airlines"
"6684","US","JetBlue Airways "
"6685","US","JetBlue Airways "
"6686","Europe","KLM Royal Dutch Airlines"
"6687","Europe","KLM Royal Dutch Airlines"
"6688","Asia","Korean Air Lines"
"6689","Asia","Korean Air Lines"
"6690","Europe","Lufthansa German Airlines"
"6691","Europe","Lufthansa German Airlines"
"6692","US","Mesa Airlines"
"6693","US","Mesa Airlines"
"6694","US","Mesaba Airlines"
"6695","US","Mesaba Airlines"
"6696","Mexico","Mexicana Airlines"
"6697","Mexico","Mexicana Airlines"
"6698","US","Midwest Airlines"
"6699","US","Midwest Airlines"
"6700","Asia","Philippine Airlines"
"6701","Asia","Philippine Airlines"
"6702","Australia / Oceania","Qantas Airways"
"6703","Australia / Oceania","Qantas Airways"
"6704","Asia","Singapore Airlines"
"6705","Asia","Singapore Airlines"
"6706","US","SkyWest Airlines"
"6707","US","SkyWest Airlines"
"6708","US","SkyWest Airlines"
"6709","US","SkyWest Airlines"
"6710","Canada","SkyWest Airlines"
"6711","Canada","SkyWest Airlines"
"6712","Canada","SkyWest Airlines"
"6713","US","Southwest Airlines"
"6714","US","Southwest Airlines"
"6715","US","Southwest Airlines"
"6716","Central America","TACA"
"6717","Central America","TACA"
"6718","US","US Airways"
"6719","US","US Airways"
"6720","US","United Airlines"
"6721","US","United Airlines"
"6722","US","United Airlines - Pre 07/01/2013"
"6723","US","United Airlines - Pre 07/01/2013"
"6724","US","United Airlines - Pre 07/01/2013"
"6725","US","United Airlines - Pre 07/01/2013"
"6726","US","United Airlines - Pre 07/01/2013"
"6727","US","United Airlines - Pre 07/01/2013"
"6728","US","United Airlines - Pre 07/01/2013"
"6729","US","United Airlines - Pre 07/01/2013"
"6730","Asia","United Airlines - Pre 07/01/2013"
"6731","Asia","United Airlines - Pre 07/01/2013"
