"","GEO.Summary","Operating.Airline"
"814","Domestic","ATA Airlines"
"815","Domestic","ATA Airlines"
"816","International","Air Canada "
"817","International","Air Canada "
"818","International","Air China"
"819","International","Air China"
"820","International","Air France"
"821","International","Air France"
"822","International","Air New Zealand"
"823","International","Air New Zealand"
"824","Domestic","AirTran Airways"
"825","Domestic","AirTran Airways"
"826","Domestic","Alaska Airlines"
"827","Domestic","Alaska Airlines"
"828","Domestic","Alaska Airlines"
"829","International","Alaska Airlines"
"830","International","Alaska Airlines"
"831","International","Alaska Airlines"
"832","International","Alaska Airlines"
"833","International","Alaska Airlines"
"834","International","Alaska Airlines"
"835","International","All Nippon Airways"
"836","International","All Nippon Airways"
"837","Domestic","American Airlines"
"838","Domestic","American Airlines"
"839","Domestic","American Eagle Airlines"
"840","Domestic","American Eagle Airlines"
"841","International","Asiana Airlines"
"842","International","Asiana Airlines"
"843","International","British Airways"
"844","International","British Airways"
"845","International","Cathay Pacific"
"846","International","Cathay Pacific"
"847","International","China Airlines"
"848","International","China Airlines"
"849","Domestic","Delta Air Lines"
"850","Domestic","Delta Air Lines"
"851","Domestic","Delta Air Lines"
"852","Domestic","Delta Air Lines"
"853","International","EVA Airways"
"854","International","EVA Airways"
"855","Domestic","Frontier Airlines"
"856","Domestic","Frontier Airlines"
"857","Domestic","Hawaiian Airlines"
"858","Domestic","Hawaiian Airlines"
"859","Domestic","Horizon Air "
"860","Domestic","Horizon Air "
"861","International","Japan Airlines"
"862","International","Japan Airlines"
"863","International","KLM Royal Dutch Airlines"
"864","International","KLM Royal Dutch Airlines"
"865","International","Korean Air Lines"
"866","International","Korean Air Lines"
"867","International","Lufthansa German Airlines"
"868","International","Lufthansa German Airlines"
"869","Domestic","Mesa Airlines"
"870","Domestic","Mesa Airlines"
"871","International","Mexicana Airlines"
"872","International","Mexicana Airlines"
"873","Domestic","Midwest Airlines"
"874","Domestic","Midwest Airlines"
"875","Domestic","Northwest Airlines"
"876","Domestic","Northwest Airlines"
"877","International","Northwest Airlines"
"878","International","Northwest Airlines"
"879","International","Philippine Airlines"
"880","International","Philippine Airlines"
"881","International","Singapore Airlines"
"882","International","Singapore Airlines"
"883","Domestic","SkyWest Airlines"
"884","Domestic","SkyWest Airlines"
"885","Domestic","SkyWest Airlines"
"886","Domestic","SkyWest Airlines"
"887","International","SkyWest Airlines"
"888","International","SkyWest Airlines"
"889","Domestic","Sun Country Airlines"
"890","Domestic","Sun Country Airlines"
"891","International","TACA"
"892","International","TACA"
"893","Domestic","US Airways"
"894","Domestic","US Airways"
"895","Domestic","US Airways"
"896","Domestic","US Airways"
"897","Domestic","United Airlines"
"898","Domestic","United Airlines"
"899","Domestic","United Airlines - Pre 07/01/2013"
"900","Domestic","United Airlines - Pre 07/01/2013"
"901","Domestic","United Airlines - Pre 07/01/2013"
"902","Domestic","United Airlines - Pre 07/01/2013"
"903","Domestic","United Airlines - Pre 07/01/2013"
"904","International","United Airlines - Pre 07/01/2013"
"905","International","United Airlines - Pre 07/01/2013"
"906","International","United Airlines - Pre 07/01/2013"
"907","International","United Airlines - Pre 07/01/2013"
"908","International","United Airlines - Pre 07/01/2013"
"909","International","United Airlines - Pre 07/01/2013"
"910","International","United Airlines - Pre 07/01/2013"
"911","International","United Airlines - Pre 07/01/2013"
"912","International","United Airlines - Pre 07/01/2013"
"913","International","United Airlines - Pre 07/01/2013"
"914","International","United Airlines - Pre 07/01/2013"
"915","International","United Airlines - Pre 07/01/2013"
"916","International","United Airlines - Pre 07/01/2013"
"917","International","United Airlines - Pre 07/01/2013"
"918","International","United Airlines - Pre 07/01/2013"
"919","International","Virgin Atlantic"
"920","International","Virgin Atlantic"
"921","Domestic","ATA Airlines"
"922","Domestic","ATA Airlines"
"923","Domestic","ATA Airlines"
"924","International","Air Canada "
"925","International","Air Canada "
"926","International","Air China"
"927","International","Air China"
"928","International","Air France"
"929","International","Air France"
"930","International","Air New Zealand"
"931","International","Air New Zealand"
"932","Domestic","AirTran Airways"
"933","Domestic","AirTran Airways"
"934","Domestic","Alaska Airlines"
"935","Domestic","Alaska Airlines"
"936","Domestic","Alaska Airlines"
"937","International","Alaska Airlines"
"938","International","Alaska Airlines"
"939","International","Alaska Airlines"
"940","International","Alaska Airlines"
"941","International","Alaska Airlines"
"942","International","Alaska Airlines"
"943","International","All Nippon Airways"
"944","International","All Nippon Airways"
"945","Domestic","American Airlines"
"946","Domestic","American Airlines"
"947","Domestic","American Eagle Airlines"
"948","Domestic","American Eagle Airlines"
"949","International","Asiana Airlines"
"950","International","Asiana Airlines"
"951","International","British Airways"
"952","International","British Airways"
"953","International","Cathay Pacific"
"954","International","Cathay Pacific"
"955","International","China Airlines"
"956","International","China Airlines"
"957","Domestic","Delta Air Lines"
"958","Domestic","Delta Air Lines"
"959","Domestic","Delta Air Lines"
"960","Domestic","Delta Air Lines"
"961","International","EVA Airways"
"962","International","EVA Airways"
"963","Domestic","Frontier Airlines"
"964","Domestic","Frontier Airlines"
"965","Domestic","Hawaiian Airlines"
"966","Domestic","Hawaiian Airlines"
"967","Domestic","Horizon Air "
"968","Domestic","Horizon Air "
"969","International","Japan Airlines"
"970","International","Japan Airlines"
"971","International","KLM Royal Dutch Airlines"
"972","International","KLM Royal Dutch Airlines"
"973","International","Korean Air Lines"
"974","International","Korean Air Lines"
"975","International","Lufthansa German Airlines"
"976","International","Lufthansa German Airlines"
"977","Domestic","Mesa Airlines"
"978","Domestic","Mesa Airlines"
"979","International","Mexicana Airlines"
"980","International","Mexicana Airlines"
"981","Domestic","Midwest Airlines"
"982","Domestic","Midwest Airlines"
"983","Domestic","Northwest Airlines"
"984","Domestic","Northwest Airlines"
"985","International","Northwest Airlines"
"986","International","Northwest Airlines"
"987","International","Philippine Airlines"
"988","International","Philippine Airlines"
"989","International","Qantas Airways"
"990","International","Qantas Airways"
"991","International","Singapore Airlines"
"992","International","Singapore Airlines"
"993","Domestic","SkyWest Airlines"
"994","Domestic","SkyWest Airlines"
"995","Domestic","SkyWest Airlines"
"996","Domestic","SkyWest Airlines"
"997","International","SkyWest Airlines"
"998","International","SkyWest Airlines"
"999","Domestic","Sun Country Airlines"
"1000","Domestic","Sun Country Airlines"
"1001","International","TACA"
"1002","International","TACA"
"1003","Domestic","US Airways"
"1004","Domestic","US Airways"
"1005","Domestic","US Airways"
"1006","Domestic","US Airways"
"1007","Domestic","United Airlines"
"1008","Domestic","United Airlines"
"1009","Domestic","United Airlines - Pre 07/01/2013"
"1010","Domestic","United Airlines - Pre 07/01/2013"
"1011","Domestic","United Airlines - Pre 07/01/2013"
"1012","Domestic","United Airlines - Pre 07/01/2013"
"1013","Domestic","United Airlines - Pre 07/01/2013"
"1014","International","United Airlines - Pre 07/01/2013"
"1015","International","United Airlines - Pre 07/01/2013"
"1016","International","United Airlines - Pre 07/01/2013"
"1017","International","United Airlines - Pre 07/01/2013"
"1018","International","United Airlines - Pre 07/01/2013"
"1019","International","United Airlines - Pre 07/01/2013"
"1020","International","United Airlines - Pre 07/01/2013"
"1021","International","United Airlines - Pre 07/01/2013"
"1022","International","United Airlines - Pre 07/01/2013"
"1023","International","United Airlines - Pre 07/01/2013"
"1024","International","United Airlines - Pre 07/01/2013"
"1025","International","United Airlines - Pre 07/01/2013"
"1026","International","United Airlines - Pre 07/01/2013"
"1027","International","United Airlines - Pre 07/01/2013"
"1028","International","United Airlines - Pre 07/01/2013"
"1029","International","Virgin Atlantic"
"1030","International","Virgin Atlantic"
"1031","Domestic","ATA Airlines"
"1032","Domestic","ATA Airlines"
"1033","Domestic","ATA Airlines"
"1034","International","Air Canada "
"1035","International","Air Canada "
"1036","International","Air China"
"1037","International","Air China"
"1038","International","Air France"
"1039","International","Air France"
"1040","International","Air New Zealand"
"1041","International","Air New Zealand"
"1042","Domestic","AirTran Airways"
"1043","Domestic","AirTran Airways"
"1044","Domestic","Alaska Airlines"
"1045","Domestic","Alaska Airlines"
"1046","Domestic","Alaska Airlines"
"1047","International","Alaska Airlines"
"1048","International","Alaska Airlines"
"1049","International","Alaska Airlines"
"1050","International","Alaska Airlines"
"1051","International","Alaska Airlines"
"1052","International","Alaska Airlines"
"1053","International","All Nippon Airways"
"1054","International","All Nippon Airways"
"1055","Domestic","American Airlines"
"1056","Domestic","American Airlines"
"1057","Domestic","American Eagle Airlines"
"1058","Domestic","American Eagle Airlines"
"1059","International","Asiana Airlines"
"1060","International","Asiana Airlines"
"1061","International","British Airways"
"1062","International","British Airways"
"1063","International","Cathay Pacific"
"1064","International","Cathay Pacific"
"1065","International","China Airlines"
"1066","International","China Airlines"
"1067","Domestic","Delta Air Lines"
"1068","Domestic","Delta Air Lines"
"1069","Domestic","Delta Air Lines"
"1070","Domestic","Delta Air Lines"
