"","GEO.Summary","Operating.Airline"
"7188","Domestic","Sun Country Airlines"
"7189","Domestic","Sun Country Airlines"
"7190","International","Swiss International"
"7191","International","Swiss International"
"7192","International","TACA"
"7193","International","TACA"
"7194","Domestic","US Airways"
"7195","Domestic","US Airways"
"7196","Domestic","United Airlines"
"7197","Domestic","United Airlines"
"7198","Domestic","United Airlines - Pre 07/01/2013"
"7199","Domestic","United Airlines - Pre 07/01/2013"
"7200","Domestic","United Airlines - Pre 07/01/2013"
"7201","Domestic","United Airlines - Pre 07/01/2013"
"7202","Domestic","United Airlines - Pre 07/01/2013"
"7203","Domestic","United Airlines - Pre 07/01/2013"
"7204","Domestic","United Airlines - Pre 07/01/2013"
"7205","Domestic","United Airlines - Pre 07/01/2013"
"7206","International","United Airlines - Pre 07/01/2013"
"7207","International","United Airlines - Pre 07/01/2013"
"7208","International","United Airlines - Pre 07/01/2013"
"7209","International","United Airlines - Pre 07/01/2013"
"7210","International","United Airlines - Pre 07/01/2013"
"7211","International","United Airlines - Pre 07/01/2013"
"7212","International","United Airlines - Pre 07/01/2013"
"7213","International","United Airlines - Pre 07/01/2013"
"7214","International","United Airlines - Pre 07/01/2013"
"7215","International","United Airlines - Pre 07/01/2013"
"7216","International","United Airlines - Pre 07/01/2013"
"7217","International","United Airlines - Pre 07/01/2013"
"7218","International","United Airlines - Pre 07/01/2013"
"7219","International","United Airlines - Pre 07/01/2013"
"7220","International","United Airlines - Pre 07/01/2013"
"7221","Domestic","Virgin America"
"7222","Domestic","Virgin America"
"7223","International","Virgin America"
"7224","International","Virgin America"
"7225","International","Virgin Atlantic"
"7226","International","Virgin Atlantic"
"7227","International","WestJet Airlines"
"7228","International","WestJet Airlines"
"7229","International","Aeromexico"
"7230","International","Aeromexico"
"7231","International","Air Berlin"
"7232","International","Air Berlin"
"7233","International","Air Canada "
"7234","International","Air Canada "
"7235","International","Air China"
"7236","International","Air China"
"7237","International","Air France"
"7238","International","Air France"
"7239","International","Air New Zealand"
"7240","International","Air New Zealand"
"7241","Domestic","AirTran Airways"
"7242","Domestic","AirTran Airways"
"7243","Domestic","Alaska Airlines"
"7244","Domestic","Alaska Airlines"
"7245","International","Alaska Airlines"
"7246","International","Alaska Airlines"
"7247","International","All Nippon Airways"
"7248","International","All Nippon Airways"
"7249","Domestic","American Airlines"
"7250","Domestic","American Airlines"
"7251","International","Asiana Airlines"
"7252","International","Asiana Airlines"
"7253","International","British Airways"
"7254","International","British Airways"
"7255","International","Cathay Pacific"
"7256","International","Cathay Pacific"
"7257","International","China Airlines"
"7258","International","China Airlines"
"7259","Domestic","Delta Air Lines"
"7260","Domestic","Delta Air Lines"
"7261","International","Delta Air Lines"
"7262","International","Delta Air Lines"
"7263","International","EVA Airways"
"7264","International","EVA Airways"
"7265","International","Emirates "
"7266","International","Emirates "
"7267","Domestic","Frontier Airlines"
"7268","Domestic","Frontier Airlines"
"7269","Domestic","Hawaiian Airlines"
"7270","Domestic","Hawaiian Airlines"
"7271","Domestic","Horizon Air "
"7272","Domestic","Horizon Air "
"7273","International","Japan Airlines"
"7274","International","Japan Airlines"
"7275","Domestic","JetBlue Airways "
"7276","Domestic","JetBlue Airways "
"7277","International","KLM Royal Dutch Airlines"
"7278","International","KLM Royal Dutch Airlines"
"7279","International","Korean Air Lines"
"7280","International","Korean Air Lines"
"7281","International","LAN Peru"
"7282","International","LAN Peru"
"7283","International","Lufthansa German Airlines"
"7284","International","Lufthansa German Airlines"
"7285","Domestic","Mesa Airlines"
"7286","Domestic","Mesa Airlines"
"7287","Domestic","Mesaba Airlines"
"7288","Domestic","Mesaba Airlines"
"7289","International","Philippine Airlines"
"7290","International","Philippine Airlines"
"7291","International","Qantas Airways"
"7292","International","Qantas Airways"
"7293","Domestic","Republic Airlines"
"7294","Domestic","Republic Airlines"
"7295","International","Singapore Airlines"
"7296","International","Singapore Airlines"
"7297","Domestic","SkyWest Airlines"
"7298","Domestic","SkyWest Airlines"
"7299","Domestic","SkyWest Airlines"
"7300","Domestic","SkyWest Airlines"
"7301","International","SkyWest Airlines"
"7302","International","SkyWest Airlines"
"7303","International","SkyWest Airlines"
"7304","Domestic","Southwest Airlines"
"7305","Domestic","Southwest Airlines"
"7306","Domestic","Southwest Airlines"
"7307","Domestic","Sun Country Airlines"
"7308","Domestic","Sun Country Airlines"
"7309","International","Swiss International"
"7310","International","Swiss International"
"7311","International","TACA"
"7312","International","TACA"
"7313","Domestic","US Airways"
"7314","Domestic","US Airways"
"7315","Domestic","United Airlines"
"7316","Domestic","United Airlines"
"7317","Domestic","United Airlines - Pre 07/01/2013"
"7318","Domestic","United Airlines - Pre 07/01/2013"
"7319","Domestic","United Airlines - Pre 07/01/2013"
"7320","Domestic","United Airlines - Pre 07/01/2013"
"7321","Domestic","United Airlines - Pre 07/01/2013"
"7322","Domestic","United Airlines - Pre 07/01/2013"
"7323","Domestic","United Airlines - Pre 07/01/2013"
"7324","Domestic","United Airlines - Pre 07/01/2013"
"7325","International","United Airlines - Pre 07/01/2013"
"7326","International","United Airlines - Pre 07/01/2013"
"7327","International","United Airlines - Pre 07/01/2013"
"7328","International","United Airlines - Pre 07/01/2013"
"7329","International","United Airlines - Pre 07/01/2013"
"7330","International","United Airlines - Pre 07/01/2013"
"7331","International","United Airlines - Pre 07/01/2013"
"7332","International","United Airlines - Pre 07/01/2013"
"7333","International","United Airlines - Pre 07/01/2013"
"7334","International","United Airlines - Pre 07/01/2013"
"7335","International","United Airlines - Pre 07/01/2013"
"7336","International","United Airlines - Pre 07/01/2013"
"7337","International","United Airlines - Pre 07/01/2013"
"7338","International","United Airlines - Pre 07/01/2013"
"7339","International","United Airlines - Pre 07/01/2013"
"7340","Domestic","Virgin America"
"7341","Domestic","Virgin America"
"7342","International","Virgin America"
"7343","International","Virgin America"
"7344","International","Virgin Atlantic"
"7345","International","Virgin Atlantic"
"7346","International","WestJet Airlines"
"7347","International","WestJet Airlines"
"7348","International","Aeromexico"
"7349","International","Aeromexico"
"7350","International","Air Berlin"
"7351","International","Air Berlin"
"7352","International","Air Canada "
"7353","International","Air Canada "
"7354","International","Air China"
"7355","International","Air China"
"7356","International","Air France"
"7357","International","Air France"
"7358","International","Air New Zealand"
"7359","International","Air New Zealand"
"7360","Domestic","AirTran Airways"
"7361","Domestic","AirTran Airways"
"7362","Domestic","Alaska Airlines"
"7363","Domestic","Alaska Airlines"
"7364","International","Alaska Airlines"
"7365","International","Alaska Airlines"
"7366","International","All Nippon Airways"
"7367","International","All Nippon Airways"
"7368","Domestic","American Airlines"
"7369","Domestic","American Airlines"
"7370","International","Asiana Airlines"
"7371","International","Asiana Airlines"
"7372","International","British Airways"
"7373","International","British Airways"
"7374","International","Cathay Pacific"
"7375","International","Cathay Pacific"
"7376","International","China Airlines"
"7377","International","China Airlines"
"7378","Domestic","Delta Air Lines"
"7379","Domestic","Delta Air Lines"
"7380","International","Delta Air Lines"
"7381","International","Delta Air Lines"
"7382","International","EVA Airways"
"7383","International","EVA Airways"
"7384","International","Emirates "
"7385","International","Emirates "
"7386","Domestic","Frontier Airlines"
"7387","Domestic","Frontier Airlines"
"7388","Domestic","Hawaiian Airlines"
"7389","Domestic","Hawaiian Airlines"
"7390","Domestic","Horizon Air "
"7391","Domestic","Horizon Air "
"7392","International","Japan Airlines"
"7393","International","Japan Airlines"
"7394","Domestic","JetBlue Airways "
"7395","Domestic","JetBlue Airways "
"7396","International","KLM Royal Dutch Airlines"
"7397","International","KLM Royal Dutch Airlines"
"7398","International","Korean Air Lines"
"7399","International","Korean Air Lines"
"7400","International","LAN Peru"
"7401","International","LAN Peru"
"7402","International","Lufthansa German Airlines"
"7403","International","Lufthansa German Airlines"
"7404","Domestic","Mesa Airlines"
"7405","Domestic","Mesa Airlines"
"7406","Domestic","Mesaba Airlines"
"7407","Domestic","Mesaba Airlines"
"7408","International","Philippine Airlines"
"7409","International","Philippine Airlines"
"7410","International","Qantas Airways"
"7411","International","Qantas Airways"
"7412","International","Singapore Airlines"
"7413","International","Singapore Airlines"
"7414","Domestic","SkyWest Airlines"
"7415","Domestic","SkyWest Airlines"
"7416","Domestic","SkyWest Airlines"
"7417","Domestic","SkyWest Airlines"
"7418","International","SkyWest Airlines"
"7419","International","SkyWest Airlines"
"7420","International","SkyWest Airlines"
"7421","Domestic","Southwest Airlines"
"7422","Domestic","Southwest Airlines"
"7423","Domestic","Southwest Airlines"
"7424","Domestic","Sun Country Airlines"
"7425","Domestic","Sun Country Airlines"
"7426","International","Swiss International"
"7427","International","Swiss International"
"7428","International","TACA"
"7429","International","TACA"
"7430","Domestic","US Airways"
"7431","Domestic","US Airways"
"7432","Domestic","United Airlines"
"7433","Domestic","United Airlines"
"7434","Domestic","United Airlines - Pre 07/01/2013"
"7435","Domestic","United Airlines - Pre 07/01/2013"
"7436","Domestic","United Airlines - Pre 07/01/2013"
"7437","Domestic","United Airlines - Pre 07/01/2013"
"7438","Domestic","United Airlines - Pre 07/01/2013"
"7439","Domestic","United Airlines - Pre 07/01/2013"
"7440","Domestic","United Airlines - Pre 07/01/2013"
"7441","Domestic","United Airlines - Pre 07/01/2013"
"7442","International","United Airlines - Pre 07/01/2013"
"7443","International","United Airlines - Pre 07/01/2013"
"7444","International","United Airlines - Pre 07/01/2013"
"7445","International","United Airlines - Pre 07/01/2013"
"7446","International","United Airlines - Pre 07/01/2013"
"7447","International","United Airlines - Pre 07/01/2013"
"7448","International","United Airlines - Pre 07/01/2013"
"7449","International","United Airlines - Pre 07/01/2013"
"7450","International","United Airlines - Pre 07/01/2013"
"7451","International","United Airlines - Pre 07/01/2013"
"7452","International","United Airlines - Pre 07/01/2013"
"7453","International","United Airlines - Pre 07/01/2013"
"7454","International","United Airlines - Pre 07/01/2013"
"7455","International","United Airlines - Pre 07/01/2013"
"7456","International","United Airlines - Pre 07/01/2013"
"7457","Domestic","Virgin America"
"7458","Domestic","Virgin America"
"7459","International","Virgin America"
"7460","International","Virgin America"
"7461","International","Virgin Atlantic"
"7462","International","Virgin Atlantic"
"7463","International","WestJet Airlines"
"7464","International","WestJet Airlines"
"7465","International","Aeromexico"
"7466","International","Aeromexico"
"7467","International","Air Canada "
"7468","International","Air Canada "
"7469","International","Air China"
"7470","International","Air China"
"7471","International","Air France"
"7472","International","Air France"
"7473","International","Air New Zealand"
"7474","International","Air New Zealand"
"7475","Domestic","AirTran Airways"
"7476","Domestic","AirTran Airways"
"7477","Domestic","Alaska Airlines"
"7478","Domestic","Alaska Airlines"
"7479","International","Alaska Airlines"
"7480","International","Alaska Airlines"
"7481","International","All Nippon Airways"
"7482","International","All Nippon Airways"
"7483","Domestic","American Airlines"
"7484","Domestic","American Airlines"
"7485","International","Asiana Airlines"
"7486","International","Asiana Airlines"
"7487","International","British Airways"
"7488","International","British Airways"
"7489","International","Cathay Pacific"
"7490","International","Cathay Pacific"
"7491","International","China Airlines"
"7492","International","China Airlines"
"7493","Domestic","Delta Air Lines"
"7494","Domestic","Delta Air Lines"
"7495","International","Delta Air Lines"
"7496","International","Delta Air Lines"
"7497","International","EVA Airways"
"7498","International","EVA Airways"
"7499","International","Emirates "
"7500","International","Emirates "
"7501","Domestic","Frontier Airlines"
"7502","Domestic","Frontier Airlines"
"7503","Domestic","Hawaiian Airlines"
"7504","Domestic","Hawaiian Airlines"
"7505","Domestic","Horizon Air "
"7506","Domestic","Horizon Air "
"7507","International","Japan Airlines"
"7508","International","Japan Airlines"
"7509","Domestic","JetBlue Airways "
"7510","Domestic","JetBlue Airways "
"7511","International","KLM Royal Dutch Airlines"
"7512","International","KLM Royal Dutch Airlines"
"7513","International","Korean Air Lines"
"7514","International","Korean Air Lines"
"7515","International","LAN Peru"
"7516","International","LAN Peru"
"7517","International","Lufthansa German Airlines"
"7518","International","Lufthansa German Airlines"
"7519","Domestic","Mesa Airlines"
"7520","Domestic","Mesa Airlines"
"7521","International","Philippine Airlines"
"7522","International","Philippine Airlines"
"7523","International","Qantas Airways"
"7524","International","Qantas Airways"
"7525","International","Singapore Airlines"
"7526","International","Singapore Airlines"
"7527","Domestic","SkyWest Airlines"
"7528","Domestic","SkyWest Airlines"
"7529","Domestic","SkyWest Airlines"
"7530","Domestic","SkyWest Airlines"
"7531","International","SkyWest Airlines"
"7532","International","SkyWest Airlines"
"7533","International","SkyWest Airlines"
"7534","Domestic","Southwest Airlines"
"7535","Domestic","Southwest Airlines"
"7536","Domestic","Southwest Airlines"
"7537","Domestic","Sun Country Airlines"
"7538","Domestic","Sun Country Airlines"
"7539","International","Swiss International"
"7540","International","Swiss International"
"7541","International","TACA"
"7542","International","TACA"
"7543","Domestic","US Airways"
"7544","Domestic","US Airways"
"7545","Domestic","United Airlines"
"7546","Domestic","United Airlines"
"7547","Domestic","United Airlines - Pre 07/01/2013"
"7548","Domestic","United Airlines - Pre 07/01/2013"
"7549","Domestic","United Airlines - Pre 07/01/2013"
"7550","Domestic","United Airlines - Pre 07/01/2013"
"7551","Domestic","United Airlines - Pre 07/01/2013"
"7552","Domestic","United Airlines - Pre 07/01/2013"
"7553","Domestic","United Airlines - Pre 07/01/2013"
"7554","Domestic","United Airlines - Pre 07/01/2013"
"7555","International","United Airlines - Pre 07/01/2013"
"7556","International","United Airlines - Pre 07/01/2013"
"7557","International","United Airlines - Pre 07/01/2013"
"7558","International","United Airlines - Pre 07/01/2013"
"7559","International","United Airlines - Pre 07/01/2013"
"7560","International","United Airlines - Pre 07/01/2013"
"7561","International","United Airlines - Pre 07/01/2013"
"7562","International","United Airlines - Pre 07/01/2013"
"7563","International","United Airlines - Pre 07/01/2013"
"7564","International","United Airlines - Pre 07/01/2013"
"7565","International","United Airlines - Pre 07/01/2013"
"7566","International","United Airlines - Pre 07/01/2013"
"7567","International","United Airlines - Pre 07/01/2013"
"7568","International","United Airlines - Pre 07/01/2013"
"7569","International","United Airlines - Pre 07/01/2013"
"7570","Domestic","Virgin America"
"7571","Domestic","Virgin America"
"7572","International","Virgin America"
"7573","International","Virgin America"
"7574","International","Virgin Atlantic"
"7575","International","Virgin Atlantic"
"7576","International","Aeromexico"
"7577","International","Aeromexico"
"7578","International","Air Canada "
"7579","International","Air Canada "
"7580","International","Air China"
"7581","International","Air China"
"7582","International","Air France"
"7583","International","Air France"
"7584","International","Air New Zealand"
"7585","International","Air New Zealand"
"7586","Domestic","AirTran Airways"
"7587","Domestic","AirTran Airways"
"7588","Domestic","Alaska Airlines"
"7589","Domestic","Alaska Airlines"
"7590","International","Alaska Airlines"
"7591","International","Alaska Airlines"
"7592","International","All Nippon Airways"
"7593","International","All Nippon Airways"
"7594","Domestic","American Airlines"
"7595","Domestic","American Airlines"
"7596","International","Asiana Airlines"
"7597","International","Asiana Airlines"
"7598","International","British Airways"
"7599","International","British Airways"
"7600","International","Cathay Pacific"
"7601","International","Cathay Pacific"
"7602","International","China Airlines"
"7603","International","China Airlines"
"7604","Domestic","Delta Air Lines"
"7605","Domestic","Delta Air Lines"
"7606","International","Delta Air Lines"
"7607","International","Delta Air Lines"
"7608","International","EVA Airways"
"7609","International","EVA Airways"
"7610","International","Emirates "
"7611","International","Emirates "
"7612","Domestic","Frontier Airlines"
"7613","Domestic","Frontier Airlines"
"7614","Domestic","Hawaiian Airlines"
"7615","Domestic","Hawaiian Airlines"
"7616","Domestic","Horizon Air "
"7617","Domestic","Horizon Air "
"7618","International","Japan Airlines"
"7619","International","Japan Airlines"
"7620","Domestic","JetBlue Airways "
"7621","Domestic","JetBlue Airways "
"7622","International","KLM Royal Dutch Airlines"
"7623","International","KLM Royal Dutch Airlines"
"7624","International","Korean Air Lines"
"7625","International","Korean Air Lines"
"7626","International","LAN Peru"
"7627","International","LAN Peru"
"7628","International","Lufthansa German Airlines"
"7629","International","Lufthansa German Airlines"
"7630","Domestic","Mesa Airlines"
"7631","Domestic","Mesa Airlines"
"7632","International","Philippine Airlines"
"7633","International","Philippine Airlines"
"7634","International","Qantas Airways"
"7635","International","Qantas Airways"
"7636","International","Singapore Airlines"
"7637","International","Singapore Airlines"
"7638","Domestic","SkyWest Airlines"
"7639","Domestic","SkyWest Airlines"
"7640","Domestic","SkyWest Airlines"
"7641","Domestic","SkyWest Airlines"
"7642","International","SkyWest Airlines"
"7643","International","SkyWest Airlines"
"7644","International","SkyWest Airlines"
"7645","Domestic","Southwest Airlines"
"7646","Domestic","Southwest Airlines"
"7647","Domestic","Southwest Airlines"
"7648","Domestic","Sun Country Airlines"
"7649","Domestic","Sun Country Airlines"
"7650","International","Swiss International"
"7651","International","Swiss International"
"7652","International","TACA"
"7653","International","TACA"
"7654","Domestic","US Airways"
"7655","Domestic","US Airways"
"7656","Domestic","United Airlines"
"7657","Domestic","United Airlines"
"7658","Domestic","United Airlines - Pre 07/01/2013"
"7659","Domestic","United Airlines - Pre 07/01/2013"
"7660","Domestic","United Airlines - Pre 07/01/2013"
"7661","Domestic","United Airlines - Pre 07/01/2013"
"7662","Domestic","United Airlines - Pre 07/01/2013"
"7663","Domestic","United Airlines - Pre 07/01/2013"
"7664","Domestic","United Airlines - Pre 07/01/2013"
"7665","Domestic","United Airlines - Pre 07/01/2013"
"7666","International","United Airlines - Pre 07/01/2013"
"7667","International","United Airlines - Pre 07/01/2013"
"7668","International","United Airlines - Pre 07/01/2013"
"7669","International","United Airlines - Pre 07/01/2013"
"7670","International","United Airlines - Pre 07/01/2013"
"7671","International","United Airlines - Pre 07/01/2013"
"7672","International","United Airlines - Pre 07/01/2013"
"7673","International","United Airlines - Pre 07/01/2013"
"7674","International","United Airlines - Pre 07/01/2013"
"7675","International","United Airlines - Pre 07/01/2013"
"7676","International","United Airlines - Pre 07/01/2013"
"7677","International","United Airlines - Pre 07/01/2013"
"7678","International","United Airlines - Pre 07/01/2013"
"7679","International","United Airlines - Pre 07/01/2013"
"7680","Domestic","Virgin America"
"7681","Domestic","Virgin America"
"7682","International","Virgin America"
"7683","International","Virgin America"
"7684","International","Virgin America"
"7685","International","Virgin America"
"7686","International","Virgin Atlantic"
"7687","International","Virgin Atlantic"
"7688","International","Aeromexico"
"7689","International","Aeromexico"
"7690","International","Air Canada "
"7691","International","Air Canada "
"7692","International","Air China"
"7693","International","Air China"
"7694","International","Air France"
"7695","International","Air France"
"7696","International","Air New Zealand"
"7697","International","Air New Zealand"
"7698","Domestic","AirTran Airways"
"7699","Domestic","AirTran Airways"
"7700","Domestic","Alaska Airlines"
"7701","Domestic","Alaska Airlines"
"7702","International","Alaska Airlines"
"7703","International","Alaska Airlines"
"7704","International","All Nippon Airways"
"7705","International","All Nippon Airways"
"7706","Domestic","American Airlines"
"7707","Domestic","American Airlines"
"7708","International","Asiana Airlines"
"7709","International","Asiana Airlines"
"7710","International","British Airways"
"7711","International","British Airways"
"7712","International","Cathay Pacific"
"7713","International","Cathay Pacific"
"7714","International","China Airlines"
"7715","International","China Airlines"
"7716","Domestic","Delta Air Lines"
"7717","Domestic","Delta Air Lines"
"7718","International","Delta Air Lines"
"7719","International","Delta Air Lines"
"7720","International","EVA Airways"
"7721","International","EVA Airways"
"7722","International","Emirates "
"7723","International","Emirates "
"7724","Domestic","Frontier Airlines"
"7725","Domestic","Frontier Airlines"
"7726","Domestic","Hawaiian Airlines"
"7727","Domestic","Hawaiian Airlines"
"7728","Domestic","Horizon Air "
"7729","Domestic","Horizon Air "
"7730","International","Japan Airlines"
"7731","International","Japan Airlines"
"7732","Domestic","JetBlue Airways "
"7733","Domestic","JetBlue Airways "
"7734","International","KLM Royal Dutch Airlines"
"7735","International","KLM Royal Dutch Airlines"
"7736","International","Korean Air Lines"
"7737","International","Korean Air Lines"
"7738","International","LAN Peru"
"7739","International","LAN Peru"
"7740","International","Lufthansa German Airlines"
"7741","International","Lufthansa German Airlines"
"7742","Domestic","Mesa Airlines"
"7743","Domestic","Mesa Airlines"
"7744","International","Philippine Airlines"
"7745","International","Philippine Airlines"
"7746","International","Qantas Airways"
"7747","International","Qantas Airways"
"7748","Domestic","Servisair"
"7749","Domestic","Servisair"
"7750","International","Singapore Airlines"
"7751","International","Singapore Airlines"
"7752","Domestic","SkyWest Airlines"
"7753","Domestic","SkyWest Airlines"
"7754","Domestic","SkyWest Airlines"
"7755","Domestic","SkyWest Airlines"
"7756","International","SkyWest Airlines"
"7757","International","SkyWest Airlines"
"7758","International","SkyWest Airlines"
"7759","Domestic","Southwest Airlines"
"7760","Domestic","Southwest Airlines"
"7761","Domestic","Southwest Airlines"
"7762","Domestic","Sun Country Airlines"
"7763","Domestic","Sun Country Airlines"
"7764","International","Swiss International"
"7765","International","Swiss International"
"7766","International","TACA"
"7767","International","TACA"
"7768","Domestic","US Airways"
"7769","Domestic","US Airways"
"7770","Domestic","United Airlines"
"7771","Domestic","United Airlines"
"7772","Domestic","United Airlines - Pre 07/01/2013"
"7773","Domestic","United Airlines - Pre 07/01/2013"
"7774","Domestic","United Airlines - Pre 07/01/2013"
"7775","Domestic","United Airlines - Pre 07/01/2013"
"7776","Domestic","United Airlines - Pre 07/01/2013"
"7777","Domestic","United Airlines - Pre 07/01/2013"
"7778","Domestic","United Airlines - Pre 07/01/2013"
"7779","Domestic","United Airlines - Pre 07/01/2013"
"7780","International","United Airlines - Pre 07/01/2013"
"7781","International","United Airlines - Pre 07/01/2013"
"7782","International","United Airlines - Pre 07/01/2013"
"7783","International","United Airlines - Pre 07/01/2013"
"7784","International","United Airlines - Pre 07/01/2013"
"7785","International","United Airlines - Pre 07/01/2013"
"7786","International","United Airlines - Pre 07/01/2013"
"7787","International","United Airlines - Pre 07/01/2013"
"7788","International","United Airlines - Pre 07/01/2013"
"7789","International","United Airlines - Pre 07/01/2013"
"7790","International","United Airlines - Pre 07/01/2013"
"7791","International","United Airlines - Pre 07/01/2013"
"7792","International","United Airlines - Pre 07/01/2013"
"7793","International","United Airlines - Pre 07/01/2013"
"7794","Domestic","Virgin America"
"7795","Domestic","Virgin America"
"7796","International","Virgin America"
"7797","International","Virgin America"
"7798","International","Virgin America"
"7799","International","Virgin America"
"7800","International","Virgin Atlantic"
"7801","International","Virgin Atlantic"
"7802","International","Aeromexico"
"7803","International","Aeromexico"
"7804","International","Air Canada "
"7805","International","Air Canada "
"7806","International","Air China"
"7807","International","Air China"
"7808","International","Air France"
"7809","International","Air France"
"7810","International","Air New Zealand"
"7811","International","Air New Zealand"
"7812","Domestic","AirTran Airways"
"7813","Domestic","AirTran Airways"
"7814","Domestic","Alaska Airlines"
"7815","Domestic","Alaska Airlines"
"7816","International","Alaska Airlines"
"7817","International","Alaska Airlines"
"7818","International","All Nippon Airways"
"7819","International","All Nippon Airways"
"7820","Domestic","American Airlines"
"7821","Domestic","American Airlines"
"7822","International","Asiana Airlines"
"7823","International","Asiana Airlines"
"7824","International","British Airways"
"7825","International","British Airways"
"7826","International","Cathay Pacific"
"7827","International","Cathay Pacific"
"7828","International","China Airlines"
"7829","International","China Airlines"
"7830","Domestic","Delta Air Lines"
"7831","Domestic","Delta Air Lines"
"7832","International","Delta Air Lines"
"7833","International","Delta Air Lines"
"7834","International","EVA Airways"
"7835","International","EVA Airways"
"7836","International","Emirates "
"7837","International","Emirates "
"7838","Domestic","Frontier Airlines"
"7839","Domestic","Frontier Airlines"
"7840","Domestic","Hawaiian Airlines"
"7841","Domestic","Hawaiian Airlines"
"7842","Domestic","Horizon Air "
"7843","Domestic","Horizon Air "
"7844","International","Japan Airlines"
"7845","International","Japan Airlines"
"7846","Domestic","JetBlue Airways "
"7847","Domestic","JetBlue Airways "
"7848","International","KLM Royal Dutch Airlines"
"7849","International","KLM Royal Dutch Airlines"
"7850","International","Korean Air Lines"
"7851","International","Korean Air Lines"
"7852","International","LAN Peru"
"7853","International","LAN Peru"
"7854","International","Lufthansa German Airlines"
"7855","International","Lufthansa German Airlines"
"7856","Domestic","Mesa Airlines"
"7857","Domestic","Mesa Airlines"
"7858","International","Philippine Airlines"
"7859","International","Philippine Airlines"
"7860","International","Qantas Airways"
"7861","International","Qantas Airways"
"7862","International","Singapore Airlines"
"7863","International","Singapore Airlines"
"7864","Domestic","SkyWest Airlines"
"7865","Domestic","SkyWest Airlines"
"7866","Domestic","SkyWest Airlines"
"7867","Domestic","SkyWest Airlines"
"7868","International","SkyWest Airlines"
"7869","International","SkyWest Airlines"
"7870","International","SkyWest Airlines"
"7871","Domestic","Southwest Airlines"
"7872","Domestic","Southwest Airlines"
"7873","Domestic","Southwest Airlines"
"7874","International","Swiss International"
"7875","International","Swiss International"
"7876","International","TACA"
"7877","International","TACA"
"7878","Domestic","US Airways"
"7879","Domestic","US Airways"
"7880","Domestic","United Airlines"
"7881","Domestic","United Airlines"
"7882","Domestic","United Airlines - Pre 07/01/2013"
"7883","Domestic","United Airlines - Pre 07/01/2013"
"7884","Domestic","United Airlines - Pre 07/01/2013"
"7885","Domestic","United Airlines - Pre 07/01/2013"
"7886","Domestic","United Airlines - Pre 07/01/2013"
"7887","Domestic","United Airlines - Pre 07/01/2013"
"7888","Domestic","United Airlines - Pre 07/01/2013"
"7889","Domestic","United Airlines - Pre 07/01/2013"
"7890","International","United Airlines - Pre 07/01/2013"
"7891","International","United Airlines - Pre 07/01/2013"
"7892","International","United Airlines - Pre 07/01/2013"
"7893","International","United Airlines - Pre 07/01/2013"
"7894","International","United Airlines - Pre 07/01/2013"
"7895","International","United Airlines - Pre 07/01/2013"
"7896","International","United Airlines - Pre 07/01/2013"
"7897","International","United Airlines - Pre 07/01/2013"
"7898","International","United Airlines - Pre 07/01/2013"
"7899","International","United Airlines - Pre 07/01/2013"
"7900","International","United Airlines - Pre 07/01/2013"
"7901","International","United Airlines - Pre 07/01/2013"
"7902","International","United Airlines - Pre 07/01/2013"
"7903","International","United Airlines - Pre 07/01/2013"
"7904","Domestic","Virgin America"
"7905","Domestic","Virgin America"
"7906","International","Virgin America"
"7907","International","Virgin America"
"7908","International","Virgin America"
"7909","International","Virgin America"
"7910","International","Virgin Atlantic"
"7911","International","Virgin Atlantic"
"7912","International","Aeromexico"
"7913","International","Aeromexico"
"7914","International","Air Canada "
"7915","International","Air Canada "
"7916","International","Air China"
"7917","International","Air China"
"7918","International","Air France"
"7919","International","Air France"
"7920","International","Air New Zealand"
"7921","International","Air New Zealand"
"7922","Domestic","AirTran Airways"
"7923","Domestic","AirTran Airways"
"7924","Domestic","Alaska Airlines"
"7925","Domestic","Alaska Airlines"
"7926","International","Alaska Airlines"
"7927","International","Alaska Airlines"
"7928","International","All Nippon Airways"
"7929","International","All Nippon Airways"
"7930","Domestic","American Airlines"
"7931","Domestic","American Airlines"
"7932","International","Asiana Airlines"
"7933","International","Asiana Airlines"
"7934","International","British Airways"
"7935","International","British Airways"
"7936","International","Cathay Pacific"
"7937","International","Cathay Pacific"
"7938","International","China Airlines"
"7939","International","China Airlines"
"7940","Domestic","Delta Air Lines"
"7941","Domestic","Delta Air Lines"
"7942","International","Delta Air Lines"
"7943","International","Delta Air Lines"
"7944","International","EVA Airways"
"7945","International","EVA Airways"
"7946","International","Emirates "
"7947","International","Emirates "
"7948","Domestic","Frontier Airlines"
"7949","Domestic","Frontier Airlines"
"7950","Domestic","Hawaiian Airlines"
"7951","Domestic","Hawaiian Airlines"
"7952","Domestic","Horizon Air "
"7953","Domestic","Horizon Air "
"7954","International","Japan Airlines"
"7955","International","Japan Airlines"
"7956","Domestic","JetBlue Airways "
"7957","Domestic","JetBlue Airways "
"7958","International","KLM Royal Dutch Airlines"
"7959","International","KLM Royal Dutch Airlines"
"7960","International","Korean Air Lines"
"7961","International","Korean Air Lines"
"7962","International","LAN Peru"
"7963","International","LAN Peru"
"7964","International","Lufthansa German Airlines"
"7965","International","Lufthansa German Airlines"
"7966","Domestic","Mesa Airlines"
"7967","Domestic","Mesa Airlines"
"7968","Domestic","Miami Air International"
